Date,Close,Predictions
2024-07-19,224.30999755859375,246.90768
2024-07-22,223.9600067138672,245.61401
2024-07-23,225.00999450683594,244.22174
2024-07-24,218.5399932861328,243.11534
2024-07-25,217.49000549316406,241.41245
2024-07-26,217.9600067138672,239.57053
2024-07-29,218.24000549316406,237.9757
2024-07-30,218.8000030517578,236.75896
2024-07-31,222.0800018310547,235.98396
2024-08-01,218.36000061035156,235.99606
2024-08-02,219.86000061035156,235.87666
2024-08-05,209.27000427246094,235.9627
2024-08-06,207.22999572753906,234.66714
2024-08-07,209.82000732421875,232.66132
2024-08-08,213.30999755859375,230.90518
2024-08-09,216.24000549316406,229.95235
2024-08-12,217.52999877929688,229.91624
2024-08-13,221.27000427246094,230.5226
2024-08-14,221.72000122070312,231.89583
2024-08-15,224.72000122070312,233.51196
2024-08-16,226.0500030517578,235.45049
2024-08-19,225.88999938964844,237.44217
2024-08-20,226.50999450683594,239.15302
2024-08-21,226.39999389648438,240.56789
2024-08-22,224.52999877929688,241.60643
2024-08-23,226.83999633789062,242.04582
2024-08-26,227.17999267578125,242.4477
2024-08-27,228.02999877929688,242.78804
2024-08-28,226.49000549316406,243.16522
2024-08-29,229.7899932861328,243.29091
2024-08-30,229.0,243.74448
